,x,f1,f2
0,0.0,1.0,7.3890560989306495
1,0.06346651825433926,1.1352442650915933,7.359362800278672
2,0.12693303650867852,1.288121437675803,7.271114824492634
3,0.1903995547630178,1.4600964405658996,7.126764855681675
4,0.25386607301735703,1.6525110414113826,6.93026050076097
5,0.3173325912716963,1.866503494136949,6.686845481331284
6,0.3807991095260356,2.102915912385144,6.402803017907603
7,0.4442656277803748,2.3621915810934158,6.085160342676396
8,0.5077321460347141,2.6442658681255238,5.741375146155762
9,0.5711986642890533,2.9484559746616865,5.379024648631465
10,0.6346651825433925,3.273356326652816,5.005516053588838
11,0.6981317007977318,3.6167477823742,4.6278337509095095
12,0.7615982190520711,3.9755298028641834,4.252334287225772
13,0.8250647373064104,4.3456850806100595,3.8845953567340596
14,0.8885312555607496,4.722285642042294,3.5293204106052287
15,0.9519977738150889,5.099547978321905,3.190296372249227
16,1.0154642920694281,5.470942252900433,2.8703986863292044
17,1.0789308103237674,5.829357141131798,2.571635684437724
18,1.1423973285781066,6.167317575989603,2.295223044655294
19,1.2058638468324459,6.477247946439445,2.0416788665211194
20,1.269330365086785,6.751768583179867,1.810930407785962
21,1.3327968833411243,6.984009205684787,1.6024246221057385
22,1.3962634015954636,7.16791993640875,1.4152360759887548
23,1.4597299198498028,7.298558981854617,1.2481674052855454
24,1.5231964381041423,7.372336455130418,1.0998390288066813
25,1.5866629563584815,7.387196177695006,0.9687662466985426
26,1.6501294746128208,7.342721510509992,0.853423037429752
27,1.71359599286716,7.240156945818181,0.7522927944068507
28,1.7770625111214993,7.082343759698349,0.6639069093273305
29,1.8405290293758385,6.873574778522985,0.586872536092377
30,1.9039955476301778,6.619379519800422,0.5198910926075742
31,1.967462065884517,6.326255976177204,0.4617691207783867
32,2.0309285841388562,6.001368632200143,0.41142307054023464
33,2.0943951023931957,5.6522336740340915,0.36787944117144217
34,2.1578616206475347,5.286411758896613,0.3302715355937681
35,2.221328138901874,4.9112263728735535,0.29783388693913015
36,2.284794657156213,4.53352212627469,0.2698952204014683
37,2.3482611754105527,4.159472830300956,0.245870630068103
38,2.4117276936648917,3.794444415424547,0.22525348760477562
39,2.475194211919231,3.4429131964702937,0.20760746090538734
40,2.53866073017357,3.108436068132619,0.19255890677213577
41,2.6021272484279097,2.793666199281113,0.17978981110804695
42,2.6655937666822487,2.5004058118847583,0.16903138059369388
43,2.729060284936588,2.229686674324816,0.1600583384544305
44,2.792526803190927,1.9818688965099465,0.1526839406503959
45,2.8559933214452666,1.756749301854846,0.1467557047302238
46,2.9194598396996057,1.5536718510288456,0.14215182907206717
47,2.982926357953945,1.3716340851499542,0.13877827305434465
48,3.0463928762082846,1.209385145939751,0.1365664669996886
49,3.1098593944626236,1.0655124604982538,0.13547162302473673
50,3.173325912716963,0.9385155378965544,0.13547162302473673
51,3.236792430971302,0.8268664480933002,0.1365664669996886
52,3.3002589492256416,0.7290574146753392,0.13877827305434465
53,3.3637254674799806,0.6436365564181379,0.14215182907206717
54,3.42719198573432,0.5692331848056863,0.1467557047302238
55,3.490658503988659,0.5045742439174417,0.15268394065039587
56,3.5541250222429985,0.4484935087584964,0.1600583384544305
57,3.6175915404973376,0.3999350806364586,0.16903138059369388
58,3.681058058751677,0.35795257151957777,0.179789811108047
59,3.744524577006016,0.32170518488441885,0.19255890677213575
60,3.8079910952603555,0.2904517026526283,0.2076074609053874
61,3.8714576135146945,0.2635431938164559,0.22525348760477557
62,3.934924131769034,0.2404150816216884,0.24587063006810306
63,3.998390650023373,0.22057904916893514,0.2698952204014683
64,4.0618571682777125,0.2036151307387,0.29783388693913027
65,4.1253236865320515,0.18916422813964107,0.33027153559376793
66,4.188790204786391,0.17692120631776412,0.3678794411714426
67,4.25225672304073,0.1666286577755836,0.4114230705402348
68,4.3157232412950695,0.15807137804187857,0.4617691207783867
69,4.3791897595494085,0.1510715614671616,0.5198910926075738
70,4.442656277803748,0.14548470515292522,0.5868725360923774
71,4.506122796058087,0.1411961963341062,0.663906909327331
72,4.569589314312426,0.13811855288269503,0.7522927944068507
73,4.6330558325667655,0.1361892860254406,0.8534230374297513
74,4.696522350821105,0.1353693574592499,0.9687662466985433
75,4.759988869075444,0.13564220869275423,1.0998390288066817
76,4.823455387329783,0.13701334776990357,1.248167405285545
77,4.886921905584122,0.13951048684578599,1.4152360759887537
78,4.950388423838462,0.14318423280227469,1.602424622105739
79,5.013854942092801,0.14810934167548614,1.810930407785962
80,5.07732146034714,0.15438655556635,2.041678866521119
81,5.14078797860148,0.1621450472881707,2.2952230446552955
82,5.204254496855819,0.17154550249529665,2.5716356844377244
83,5.267721015110158,0.18278387045117278,2.8703986863292044
84,5.331187533364497,0.19609581167801216,3.1902963722492257
85,5.394654051618837,0.21176186190370316,3.5293204106052314
86,5.458120569873176,0.23011331503561627,3.8845953567340605
87,5.521587088127515,0.2515388010120177,4.252334287225771
88,5.585053606381854,0.27649149461662303,4.627833750909508
89,5.648520124636194,0.305496835727186,5.00551605358884
90,5.711986642890533,0.3391605669522479,5.379024648631465
91,5.775453161144872,0.3781767983523091,5.741375146155762
92,5.838919679399211,0.42333568877470873,6.085160342676394
93,5.902386197653551,0.4755301883972111,6.402803017907603
94,5.96585271590789,0.5357611186591372,6.686845481331284
95,6.029319234162229,0.6051396783079379,6.93026050076097
96,6.092785752416569,0.6848862665622445,7.126764855681678
97,6.156252270670908,0.7763243206357399,7.271114824492634
98,6.219718788925247,0.880867695834005,7.359362800278672
99,6.283185307179586,0.9999999999999996,7.3890560989306495
